País,Liga,Temporada,Data,Horário UK,Horário BR,Casa,Visitante,Gol Casa,Gol Fora,Árbitro,Falta Casa,Falta Fora,Cartão Amarelo Casa,Cartão Amarelo Fora,Cartão Vermelho Casa,Cartão Vermelho Fora,Min Vermelho Casa,Min Vermelho Fora,Teve Vermelho,Placar Pré 1º Vermelho,Placar Pós Ultimo Vermelho,Média odd Casa,Média odd Empate,Média odd Fora
Brazil,Serie A,2024,05/10/2024,20:30,16:30,Athletico-PR,Botafogo RJ,0,1,Flavio Rodrigues De Souza,8,20,2,4,0,0,-,-,Não,-,-,3.18,3.44,2.21
Brazil,Serie A,2024,05/10/2024,20:30,16:30,Atletico-MG,Vitoria,2,2,Matheus Delgado Candançan,13,14,1,0,1,0,83',-,Sim,2x2,2x2,1.82,3.26,05.03
Brazil,Serie A,2024,05/10/2024,20:30,16:30,Bragantino,Palmeiras,0,0,Braulio Da Silva Machado,7,14,4,3,0,1,-,90'+13,Sim,0x0,0x0,4.29,3.59,1.83
Brazil,Serie A,2024,05/10/2024,23:00,19:00,Bahia,Flamengo RJ,0,2,Rafael Rodrigo Klein,20,11,5,4,1,0,90'+11,-,Sim,0x1,0x2,2.71,3.25,2.63
Brazil,Serie A,2024,05/10/2024,23:00,19:00,Corinthians,Internacional,2,2,Lucas Paulo Torezin,11,14,6,4,0,0,-,-,Não,-,-,2.26,3.17,3.32
Brazil,Serie A,2024,05/10/2024,23:00,19:00,Cuiaba,Sao Paulo,2,0,Anderson Daronco,12,8,2,2,0,0,-,-,Não,-,-,3.69,2.78,2.35
Brazil,Serie A,2024,06/10/2024,01:00,21:00,Vasco,Juventude,1,1,Caio Max Augusto Vieira,14,13,1,3,1,0,87',-,Sim,1x1,1x1,1.73,3.63,4.9
Brazil,Serie A,2024,09/10/2024,23:30,19:30,Atletico-MG,Gremio,2,1,Luiz Flavio de Oliveira,15,7,4,3,0,0,-,-,Não,-,-,1.81,3.55,4.43
Brazil,Serie A,2024,17/10/2024,01:45,21:45,Fortaleza,Atletico-MG,1,1,Rafael Rodrigo Klein,9,10,2,3,2,0,59' e 83',-,Sim,1x1,1x1,1.71,3.5,5.48
Brazil,Serie A,2024,17/10/2024,01:45,21:45,Sao Paulo,Vasco,3,0,Davi de Oliveira Lacerda,8,6,1,0,0,0,-,-,Não,-,-,1.8,3.48,4.7
Brazil,Serie A,2024,18/10/2024,00:00,20:00,Corinthians,Athletico-PR,5,2,Wilton Pereira Sampaio,9,7,4,3,0,0,-,-,Não,-,-,1.62,3.93,5.45
Brazil,Serie A,2024,18/10/2024,00:00,20:00,Flamengo RJ,Fluminense,0,2,Raphael Claus,15,15,1,3,0,0,-,-,Não,-,-,1.72,3.34,5.69
Brazil,Serie A,2024,18/10/2024,23:00,19:00,Atletico GO,Cuiaba,0,0,Braulio Da Silva Machado,17,15,2,3,0,0,-,-,Não,-,-,2.18,3.1,3.65
Brazil,Serie A,2024,19/10/2024,00:00,20:00,Botafogo RJ,Criciuma,1,1,Matheus Delgado Candançan,12,10,1,2,0,0,-,-,Não,-,-,1.32,5.25,9.24
Brazil,Serie A,2024,19/10/2024,01:30,21:30,Cruzeiro,Bahia,1,1,Flavio Rodrigues De Souza,10,8,1,2,0,0,-,-,Não,-,-,1.91,3.48,04.06
Brazil,Serie A,2024,19/10/2024,20:00,16:00,Internacional,Gremio,1,0,Bruno Arleu de Araujo,14,15,1,3,0,0,-,-,Não,-,-,1.74,3.59,4.94
Brazil,Serie A,2024,19/10/2024,20:00,16:00,Vitoria,Bragantino,1,0,Denis da Silva Ribeiro Serafim,15,8,2,1,0,0,-,-,Não,-,-,2.22,3.12,3.49
Brazil,Serie A,2024,21/10/2024,00:00,20:00,Juventude,Palmeiras,3,5,Alex Gomes Stefano,15,19,2,5,0,0,-,-,Não,-,-,5.13,3.8,1.66
Brazil,Serie A,2024,22/10/2024,23:30,19:30,Fluminense,Athletico-PR,1,0,Braulio Da Silva Machado,9,15,3,4,0,0,-,-,Não,-,-,1.77,3.39,05.04
Brazil,Serie A,2024,24/10/2024,23:00,19:00,Vasco,Cuiaba,1,0,Savio Pereira Sampaio,16,14,2,1,0,0,-,-,Não,-,-,1.82,3.29,4.96
Brazil,Serie A,2024,26/10/2024,20:30,16:30,Flamengo RJ,Juventude,4,2,Braulio Da Silva Machado,8,14,3,5,0,1,-,75',Sim,3x2,4x2,1.34,05.03,9.13
Brazil,Serie A,2024,26/10/2024,20:30,16:30,Gremio,Atletico GO,3,1,Edina Alves Batista,14,18,2,5,0,0,-,-,Não,-,-,1.56,4.1,5.8
Brazil,Serie A,2024,26/10/2024,20:30,16:30,Palmeiras,Fortaleza,2,2,Ramon Abatti Abel,9,17,1,5,0,0,-,-,Não,-,-,1.36,05.02,8.24
Brazil,Serie A,2024,26/10/2024,20:30,16:30,Vitoria,Fluminense,2,1,Flavio Rodrigues De Souza,15,7,4,2,0,0,-,-,Não,-,-,2.43,2.91,3.33
Brazil,Serie A,2024,26/10/2024,22:30,18:30,Athletico-PR,Cruzeiro,3,0,Rodrigo Jose Pereira de Lima,14,14,0,3,0,1,-,1',Sim,0x0,3x0,1.83,3.46,4.49
Brazil,Serie A,2024,26/10/2024,23:00,19:00,Atletico-MG,Internacional,1,3,Marcelo de Lima Henrique,14,14,6,2,0,0,-,-,Não,-,-,3.49,03.09,2.24
Brazil,Serie A,2024,26/10/2024,23:00,19:00,Bragantino,Botafogo RJ,0,1,Anderson Daronco,13,17,1,1,0,0,-,-,Não,-,-,3.57,3.37,02.09
Brazil,Serie A,2024,27/10/2024,01:00,21:00,Criciuma,Sao Paulo,1,1,Rafael Rodrigo Klein,13,10,2,0,0,0,-,-,Não,-,-,3.17,03.03,2.4
Brazil,Serie A,2024,28/10/2024,22:00,18:00,Cuiaba,Corinthians,0,1,Bruno Arleu de Araujo,14,16,5,2,0,0,-,-,Não,-,-,3.3,03.01,2.36
Brazil,Serie A,2024,29/10/2024,00:00,20:00,Vasco,Bahia,3,2,Raphael Claus,11,9,3,2,0,0,-,-,Não,-,-,2.8,3.3,2.53
Brazil,Serie A,2024,30/10/2024,22:00,18:00,Internacional,Flamengo RJ,1,1,Davi de Oliveira Lacerda,14,10,1,4,0,0,-,-,Não,-,-,1.85,3.46,4.39
Brazil,Serie A,2024,02/11/2024,00:00,20:00,Fluminense,Gremio,2,2,Matheus Delgado Candançan,15,14,6,4,0,0,-,-,Não,-,-,2.11,3.19,3.71
Brazil,Serie A,2024,02/11/2024,19:00,15:00,Bragantino,Cuiaba,0,0,Marcelo de Lima Henrique,8,11,1,3,0,0,-,-,Não,-,-,1.69,3.47,5.76
Brazil,Serie A,2024,02/11/2024,21:30,17:30,Athletico-PR,Vitoria,1,2,Luiz Flavio de Oliveira,8,13,1,4,0,0,-,-,Não,-,-,1.81,3.39,4.83
Brazil,Serie A,2024,02/11/2024,21:30,17:30,Juventude,Fortaleza,0,3,Raphael Claus,7,14,3,2,0,0,-,-,Não,-,-,2.52,3.17,2.91
Brazil,Serie A,2024,04/11/2024,23:00,19:00,Corinthians,Palmeiras,2,0,Wilton Pereira Sampaio,18,13,2,3,0,0,-,-,Não,-,-,3.14,3.21,2.35
Brazil,Serie A,2024,06/11/2024,00:30,20:30,Bahia,Sao Paulo,0,3,Alex Gomes Stefano,13,16,3,2,0,0,-,-,Não,-,-,2.28,3.11,3.37
Brazil,Serie A,2024,06/11/2024,00:30,20:30,Botafogo RJ,Vasco,3,0,Bruno Arleu de Araujo,13,8,0,3,0,1,-,43',Sim,2x0,3x0,1.39,4.75,7.94
Brazil,Serie A,2024,06/11/2024,00:30,20:30,Internacional,Criciuma,2,0,Felipe Fernandes de Lima,15,13,1,2,0,1,-,45'+5,Sim,1x0,2x0,1.35,05.05,8.46
Brazil,Serie A,2024,07/11/2024,00:00,20:00,Atletico GO,Atletico-MG,1,0,Jonathan Berkenstein Pinheiro,11,13,2,2,0,0,-,-,Não,-,-,2.27,3.2,3.31
Brazil,Serie A,2024,07/11/2024,00:00,20:00,Cruzeiro,Flamengo RJ,0,1,Gustavo Ervino Bauermann,8,13,2,7,0,1,-,90'+4,Sim,0x1,0x1,2.55,3.12,2.92
Brazil,Serie A,2024,08/11/2024,22:00,18:00,Internacional,Fluminense,2,0,Luiz Flavio de Oliveira,11,10,3,1,0,0,-,-,Não,-,-,1.47,4.2,7.13
Brazil,Serie A,2024,09/11/2024,00:30,20:30,Palmeiras,Gremio,1,0,Marcelo de Lima Henrique,14,9,5,3,0,0,-,-,Não,-,-,1.37,05.09,7.68
Brazil,Serie A,2024,09/11/2024,19:30,15:30,Botafogo RJ,Cuiaba,0,0,Rodrigo Jose Pereira de Lima,8,14,0,6,0,0,-,-,Não,-,-,1.22,6,13.8
Brazil,Serie A,2024,09/11/2024,19:30,15:30,Vitoria,Corinthians,1,2,Bruno Arleu de Araujo,11,11,4,2,0,0,-,-,Não,-,-,3.12,03.03,2.47
Brazil,Serie A,2024,09/11/2024,22:00,18:00,Atletico GO,Bragantino,0,0,Anderson Daronco,14,11,3,2,0,0,-,-,Não,-,-,2.61,3.35,2.67
Brazil,Serie A,2024,09/11/2024,22:00,18:00,Cruzeiro,Criciuma,2,1,Wagner do Nascimento Magalhaes,13,11,4,4,0,0,-,-,Não,-,-,1.63,3.78,5.6
Brazil,Serie A,2024,09/11/2024,22:00,18:00,Fortaleza,Vasco,3,0,Lucas Paulo Torezin,13,11,1,1,0,0,-,-,Não,-,-,1.71,3.69,4.97
Brazil,Serie A,2024,09/11/2024,22:00,18:00,Juventude,Bahia,2,1,Wilton Pereira Sampaio,11,9,3,1,0,0,-,-,Não,-,-,2.47,3.4,2.79
Brazil,Serie A,2024,10/11/2024,00:00,20:00,Sao Paulo,Athletico-PR,2,1,Rafael Rodrigo Klein,5,20,2,5,0,0,-,-,Não,-,-,1.56,3.89,6.31
Brazil,Serie A,2024,13/11/2024,23:00,19:00,Flamengo RJ,Atletico-MG,0,0,Davi de Oliveira Lacerda,14,7,1,1,0,0,-,-,Não,-,-,1.98,3.29,04.02
Brazil,Serie A,2024,16/11/2024,21:30,17:30,Athletico-PR,Atletico-MG,1,0,Matheus Delgado Candançan,11,10,2,2,0,0,-,-,Não,-,-,2.29,3.19,3.26
Brazil,Serie A,2024,20/11/2024,14:00,10:00,Corinthians,Cruzeiro,2,1,Jonathan Berkenstein Pinheiro,13,15,3,3,0,0,-,-,Não,-,-,1.47,4.25,6.96
Brazil,Serie A,2024,20/11/2024,19:30,15:30,Athletico-PR,Atletico GO,2,0,Alex Gomes Stefano,9,8,1,2,1,0,74',-,Sim,2x0,2x0,1.64,3.82,5.41
Brazil,Serie A,2024,20/11/2024,19:30,15:30,Bragantino,Sao Paulo,1,1,Wilton Pereira Sampaio,16,12,3,2,0,0,-,-,Não,-,-,2.48,03.05,03.09
Brazil,Serie A,2024,20/11/2024,19:30,15:30,Criciuma,Vitoria,0,1,Rafael Rodrigo Klein,11,18,1,3,1,0,27',-,Sim,0x0,0x1,2.13,3.22,3.64
Brazil,Serie A,2024,20/11/2024,21:00,17:00,Bahia,Palmeiras,1,2,Wagner do Nascimento Magalhaes,15,14,1,1,0,0,-,-,Não,-,-,3.23,3.59,2.14
Brazil,Serie A,2024,20/11/2024,22:00,18:00,Cuiaba,Flamengo RJ,1,2,Edina Alves Batista,6,10,1,2,0,0,-,-,Não,-,-,4.21,3.3,1.94
Brazil,Serie A,2024,20/11/2024,22:00,18:00,Gremio,Juventude,2,2,Bruno Arleu de Araujo,17,16,3,5,0,0,-,-,Não,-,-,1.81,3.6,4.46
Brazil,Serie A,2024,21/11/2024,00:30,20:30,Atletico-MG,Botafogo RJ,0,0,Luiz Flavio de Oliveira,9,11,7,2,1,1,40',90'+7,Sim,0x0,0x0,3.99,3.18,02.03
Brazil,Serie A,2024,21/11/2024,23:00,19:00,Vasco,Internacional,0,1,Rodrigo Jose Pereira de Lima,8,10,1,0,0,0,-,-,Não,-,-,3.61,3.26,2.11
Brazil,Serie A,2024,23/11/2024,00:30,20:30,Fluminense,Fortaleza,2,2,Raphael Claus,9,11,1,3,0,0,-,-,Não,-,-,02.06,3.18,3.9
Brazil,Serie A,2024,23/11/2024,22:30,18:30,Atletico GO,Palmeiras,0,1,Jonathan Berkenstein Pinheiro,16,14,3,2,0,0,-,-,Não,-,-,8.19,05.09,1.35
Brazil,Serie A,2024,23/11/2024,22:30,18:30,Botafogo RJ,Vitoria,1,1,Ramon Abatti Abel,10,7,3,4,1,0,90'+7,-,Sim,1x1,1x1,1.36,4.84,8.74
Brazil,Serie A,2024,23/11/2024,22:30,18:30,Juventude,Cuiaba,1,1,Matheus Delgado Candançan,9,7,0,3,0,0,-,-,Não,-,-,1.62,3.72,5.93
Brazil,Serie A,2024,24/11/2024,00:30,20:30,Sao Paulo,Atletico-MG,2,2,Alex Gomes Stefano,11,11,3,4,0,0,-,-,Não,-,-,1.97,3.12,4.34
Brazil,Serie A,2024,24/11/2024,19:00,15:00,Bahia,Athletico-PR,1,1,Rodrigo Jose Pereira de Lima,7,13,1,2,0,0,-,-,Não,-,-,1.7,3.94,4.64
Brazil,Serie A,2024,24/11/2024,19:00,15:00,Corinthians,Vasco,3,1,Davi de Oliveira Lacerda,8,14,1,4,0,0,-,-,Não,-,-,1.59,3.91,5.82
Brazil,Serie A,2024,24/11/2024,19:00,15:00,Internacional,Bragantino,4,1,Marcelo de Lima Henrique,16,12,2,2,0,0,-,-,Não,-,-,1.56,4.14,5.69
Brazil,Serie A,2024,26/11/2024,22:00,18:00,Fluminense,Criciuma,0,0,Luiz Flavio de Oliveira,6,15,1,2,0,0,-,-,Não,-,-,1.63,3.66,5.79
Brazil,Serie A,2024,26/11/2024,23:00,19:00,Fortaleza,Flamengo RJ,0,0,Anderson Daronco,16,14,2,4,0,0,-,-,Não,-,-,3.11,3.2,2.36
Brazil,Serie A,2024,27/11/2024,00:30,20:30,Atletico-MG,Juventude,2,3,Flavio Rodrigues De Souza,13,8,1,0,0,0,-,-,Não,-,-,2.55,2.99,03.03
Brazil,Serie A,2024,27/11/2024,00:30,20:30,Palmeiras,Botafogo RJ,1,3,Wilton Pereira Sampaio,9,16,2,4,1,0,70',-,Sim,0x1,3x1,02.05,3.24,3.9
Brazil,Serie A,2024,28/11/2024,00:00,20:00,Cruzeiro,Gremio,1,1,Raphael Claus,16,6,2,1,0,0,-,-,Não,-,-,1.99,3.31,3.95
Brazil,Serie A,2024,30/11/2024,22:30,18:30,Criciuma,Corinthians,2,4,Anderson Daronco,10,8,2,3,0,0,-,-,Não,-,-,3.4,3.27,2.19
Brazil,Serie A,2024,30/11/2024,22:30,18:30,Cuiaba,Bahia,1,2,David Lacerda,9,8,4,1,0,0,-,-,Não,-,-,4.21,3.42,1.9
Brazil,Serie A,2024,01/12/2024,00:30,20:30,Vasco,Atletico GO,2,2,Lucas Paulo Torezin,10,10,2,3,0,0,-,-,Não,-,-,1.9,3.4,4.23
Brazil,Serie A,2024,01/12/2024,19:00,15:00,Flamengo RJ,Internacional,3,2,Rodrigo Jose Pereira de Lima,14,12,2,2,0,0,-,-,Não,-,-,1.91,3.39,4.21
Brazil,Serie A,2024,01/12/2024,19:00,15:00,Gremio,Sao Paulo,2,1,Ramon Abatti Abel,11,7,1,1,0,0,-,-,Não,-,-,2.33,3.15,3.2
Brazil,Serie A,2024,01/12/2024,21:30,17:30,Athletico-PR,Fluminense,1,1,Eduardo Senna,10,10,1,2,0,1,-,90'+4,Sim,1x1,1x1,2.28,2.95,3.58
Brazil,Serie A,2024,01/12/2024,21:30,17:30,Bragantino,Cruzeiro,1,1,Victor Andre Rodriguez Ballesteros,11,14,2,2,0,0,-,-,Não,-,-,2,3.32,3.91
Brazil,Serie A,2024,01/12/2024,21:30,17:30,Vitoria,Fortaleza,2,0,Wilton Pereira Sampaio,13,10,4,3,0,0,-,-,Não,-,-,2.24,3.13,3.42
Brazil,Serie A,2024,03/12/2024,23:00,19:00,Corinthians,Bahia,3,0,Bruno Arleu de Araujo,12,13,2,4,0,0,-,-,Não,-,-,1.68,3.94,4.83
Brazil,Serie A,2024,04/12/2024,22:00,18:00,Vasco,Atletico-MG,2,0,Lucas Paulo Torezin,20,13,4,3,0,0,-,-,Não,-,-,2.98,2.92,2.64
Brazil,Serie A,2024,04/12/2024,23:00,19:00,Criciuma,Flamengo RJ,0,3,Wilton Pereira Sampaio,16,6,1,0,0,0,-,-,Não,-,-,3.12,3.61,2.19
Brazil,Serie A,2024,04/12/2024,23:00,19:00,Sao Paulo,Juventude,1,2,Savio Pereira Sampaio,9,15,0,2,0,0,-,-,Não,-,-,1.7,3.73,5
Brazil,Serie A,2024,04/12/2024,23:00,19:00,Vitoria,Gremio,1,1,Alex Gomes Stefano,13,10,1,2,0,0,-,-,Não,-,-,2.4,3.11,3.15
Brazil,Serie A,2024,05/12/2024,00:30,20:30,Atletico GO,Fortaleza,3,1,Lucas Casagrande,13,16,4,3,0,0,-,-,Não,-,-,2.59,3.27,2.75
Brazil,Serie A,2024,05/12/2024,00:30,20:30,Cruzeiro,Palmeiras,1,2,Anderson Daronco,14,13,3,1,0,0,-,-,Não,-,-,3.91,3.37,1.98
Brazil,Serie A,2024,05/12/2024,00:30,20:30,Internacional,Botafogo RJ,0,1,Ramon Abatti Abel,9,12,5,2,0,0,-,-,Não,-,-,2.72,3.24,2.62
Brazil,Serie A,2024,05/12/2024,23:00,19:00,Athletico-PR,Bragantino,1,2,Rodrigo Jose Pereira de Lima,14,15,1,5,0,0,-,-,Não,-,-,2.12,3.24,3.59
Brazil,Serie A,2024,05/12/2024,23:00,19:00,Fluminense,Cuiaba,1,0,Rafael Rodrigo Klein,14,9,3,4,0,0,-,-,Não,-,-,1.37,4.46,9.8
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Atletico-MG,Athletico-PR,1,0,Rafael Rodrigo Klein,12,16,3,3,0,0,-,-,Não,-,-,02.07,03.09,3.99
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Bahia,Atletico GO,2,0,Gustavo Ervino Bauermann,15,11,4,1,0,0,-,-,Não,-,-,1.42,4.72,07.09
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Botafogo RJ,Sao Paulo,2,1,Anderson Daronco,8,3,0,0,0,0,-,-,Não,-,-,1.26,5.24,13.76
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Bragantino,Criciuma,5,1,Savio Pereira Sampaio,9,13,1,3,0,0,-,-,Não,-,-,1.38,4.81,7.85
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Cuiaba,Vasco,1,2,Tiago Gomes da SIlva,15,8,0,1,0,0,-,-,Não,-,-,3.52,3.16,2.19
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Flamengo RJ,Vitoria,2,2,Lucas Casagrande,7,8,0,2,0,0,-,-,Não,-,-,1.37,05.02,7.66
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Fortaleza,Internacional,3,0,Matheus Delgado Candançan,8,13,1,2,0,0,-,-,Não,-,-,2.59,3.18,2.8
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Gremio,Corinthians,0,3,Paulo Cesar Zanovelli da Silva,11,14,1,1,1,1,79',79',Sim,0x1,0x3,2.67,3.34,2.61
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Juventude,Cruzeiro,0,1,Edina Alves Batista,13,13,3,4,1,1,90'+6,90',Sim,0x1,0x1,2.13,3.37,3.44
Brazil,Serie A,2024,08/12/2024,19:00,15:00,Palmeiras,Fluminense,0,1,Ramon Abatti Abel,14,11,2,5,0,0,-,-,Não,-,-,1.46,4.41,6.74
Brazil,Serie A,2025,29/03/2025,21:30,17:30,Cruzeiro,Mirassol,2,1,Alex Gomes Stefano,18,21,4,3,0,0,-,-,Não,-,-,1.58,3.66,6.75
Brazil,Serie A,2025,29/03/2025,21:30,17:30,Fortaleza,Fluminense,2,0,Rodrigo Jose Pereira de Lima,15,5,1,0,0,0,-,-,Não,-,-,2.46,2.98,3.21
Brazil,Serie A,2025,29/03/2025,21:30,17:30,Gremio,Atletico-MG,2,1,Raphael Claus,19,5,4,0,0,0,-,-,Não,-,-,2.68,03.02,2.85
Brazil,Serie A,2025,29/03/2025,21:30,17:30,Juventude,Vitoria,2,0,Paulo Cesar Zanovelli da Silva,16,16,3,4,0,0,-,-,Não,-,-,2.19,3.13,3.58
Brazil,Serie A,2025,29/03/2025,21:30,17:30,Sao Paulo,Sport Recife,0,0,Felipe Fernandes de Lima,17,21,0,2,0,0,-,-,Não,-,-,1.75,3.37,5.38
Brazil,Serie A,2025,30/03/2025,00:00,20:00,Flamengo RJ,Internacional,1,1,Davi de Oliveira Lacerda,10,17,2,4,0,0,-,-,Não,-,-,1.79,3.47,4.79
Brazil,Serie A,2025,30/03/2025,20:00,16:00,Palmeiras,Botafogo RJ,0,0,Ramon Abatti Abel,18,22,3,3,0,0,-,-,Não,-,-,1.67,3.6,5.7
Brazil,Serie A,2025,30/03/2025,22:30,18:30,Vasco,Santos,2,1,Rafael Rodrigo Klein,11,12,1,1,0,0,-,-,Não,-,-,2.33,03.07,3.34
Brazil,Serie A,2025,31/03/2025,00:00,20:00,Bahia,Corinthians,1,1,Bruno Arleu de Araujo,16,15,4,2,1,0,51',-,Sim,1x0,1x1,1.82,3.48,4.61
Brazil,Serie A,2025,01/04/2025,00:00,20:00,Bragantino,Ceara,2,2,Bruno Pereira Vasconcelos,14,13,1,3,0,0,-,-,Não,-,-,1.96,3.32,4.1
Brazil,Serie A,2025,05/04/2025,22:30,18:30,Ceara,Gremio,2,0,Edina Alves Batista,6,18,1,3,0,0,-,-,Não,-,-,2.1,3.18,3.8
Brazil,Serie A,2025,05/04/2025,22:30,18:30,Corinthians,Vasco,3,0,Anderson Daronco,18,16,3,2,0,0,-,-,Não,-,-,1.58,3.89,6.16
Brazil,Serie A,2025,06/04/2025,01:00,21:00,Botafogo RJ,Juventude,2,0,Rodrigo Jose Pereira de Lima,14,7,2,2,0,0,-,-,Não,-,-,1.4,4.52,8.59
Brazil,Serie A,2025,06/04/2025,20:00,16:00,Atletico-MG,Sao Paulo,0,0,Ramon Abatti Abel,16,12,2,3,1,1,90'+9,84',Sim,0x0,0x0,2,03.05,4.42
Brazil,Serie A,2025,06/04/2025,20:00,16:00,Fluminense,Bragantino,2,1,Wilton Pereira Sampaio,15,12,1,0,0,0,-,-,Não,-,-,1.83,3.36,4.78
Brazil,Serie A,2025,06/04/2025,22:30,18:30,Internacional,Cruzeiro,3,0,Marcelo de Lima Henrique,19,11,1,1,0,1,-,20',Sim,0x0,3x0,1.62,3.66,6.14
Brazil,Serie A,2025,06/04/2025,22:30,18:30,Mirassol,Fortaleza,1,1,Savio Pereira Sampaio,15,12,2,3,0,0,-,-,Não,-,-,2.34,2.99,3.43
Brazil,Serie A,2025,06/04/2025,22:30,18:30,Sport Recife,Palmeiras,1,2,Bruno Arleu de Araujo,17,21,6,4,0,0,-,-,Não,-,-,3.15,2.98,2.49
Brazil,Serie A,2025,06/04/2025,22:30,18:30,Vitoria,Flamengo RJ,1,2,Rafael Rodrigo Klein,7,17,0,0,0,0,-,-,Não,-,-,5.15,3.32,1.79
Brazil,Serie A,2025,07/04/2025,00:30,20:30,Santos,Bahia,2,2,Alex Gomes Stefano,13,16,5,2,0,0,-,-,Não,-,-,2.1,3.13,3.86
Brazil,Serie A,2025,12/04/2025,20:00,16:00,Bragantino,Botafogo RJ,1,0,Anderson Daronco,19,11,3,2,0,0,-,-,Não,-,-,2.97,03.06,2.56
Brazil,Serie A,2025,12/04/2025,20:00,16:00,Juventude,Ceara,2,1,Lucas Casagrande,14,15,1,3,0,0,-,-,Não,-,-,2.27,03.09,3.44
Brazil,Serie A,2025,12/04/2025,22:30,18:30,Palmeiras,Corinthians,2,0,Rafael Rodrigo Klein,17,18,6,5,0,0,-,-,Não,-,-,1.76,3.44,5.14
Brazil,Serie A,2025,13/04/2025,01:00,21:00,Vasco,Sport Recife,3,1,Savio Pereira Sampaio,11,14,3,2,0,0,-,-,Não,-,-,1.94,3.35,4.16
Brazil,Serie A,2025,13/04/2025,20:00,16:00,Bahia,Mirassol,1,1,Braulio Da Silva Machado,11,10,2,5,0,0,-,-,Não,-,-,1.5,04.05,07.06
Brazil,Serie A,2025,13/04/2025,21:30,17:30,Gremio,Flamengo RJ,0,2,Ramon Abatti Abel,11,14,1,2,0,0,-,-,Não,-,-,4.47,3.43,1.85
Brazil,Serie A,2025,13/04/2025,21:30,17:30,Sao Paulo,Cruzeiro,1,1,Rodrigo Jose Pereira de Lima,14,21,5,6,0,0,-,-,Não,-,-,1.88,3.14,4.87
Brazil,Serie A,2025,13/04/2025,23:30,19:30,Fluminense,Santos,1,0,Felipe Fernandes de Lima,16,22,2,4,0,0,-,-,Não,-,-,1.79,3.27,5.21
Brazil,Serie A,2025,14/04/2025,00:00,20:00,Fortaleza,Internacional,0,0,Flavio Rodrigues De Souza,12,13,6,2,1,0,90'+4,-,Sim,0x0,0x0,3,03.09,2.52
Brazil,Serie A,2025,14/04/2025,00:30,20:30,Atletico-MG,Vitoria,2,2,Davi de Oliveira Lacerda,8,10,2,3,0,0,-,-,Não,-,-,1.56,3.81,6.64
Brazil,Serie A,2025,16/04/2025,01:30,21:30,Ceara,Vasco,2,1,Denis da Silva Ribeiro Serafim,14,12,3,4,0,0,-,-,Não,-,-,2.22,3.16,3.48
Brazil,Serie A,2025,16/04/2025,22:30,18:30,Botafogo RJ,Sao Paulo,2,2,Davi de Oliveira Lacerda,11,4,0,4,0,0,-,-,Não,-,-,1.83,3.28,4.9
Brazil,Serie A,2025,16/04/2025,23:00,19:00,Mirassol,Gremio,4,1,Lucas Paulo Torezin,12,16,2,4,0,0,-,-,Não,-,-,2.97,2.99,2.6
Brazil,Serie A,2025,16/04/2025,23:00,19:00,Sport Recife,Bragantino,0,1,Paulo Cesar Zanovelli da Silva,10,12,3,2,0,0,-,-,Não,-,-,2.37,3.18,3.17
Brazil,Serie A,2025,16/04/2025,23:30,19:30,Corinthians,Fluminense,0,2,Rodrigo Jose Pereira de Lima,12,13,2,2,0,0,-,-,Não,-,-,2.19,03.01,3.8
Brazil,Serie A,2025,16/04/2025,23:30,19:30,Internacional,Palmeiras,0,1,Felipe Fernandes de Lima,15,16,0,1,0,0,-,-,Não,-,-,2.75,2.94,2.85
Brazil,Serie A,2025,17/04/2025,01:30,21:30,Flamengo RJ,Juventude,6,0,Matheus Delgado Candançan,14,12,1,1,0,0,-,-,Não,-,-,1.21,6.39,14.52
Brazil,Serie A,2025,17/04/2025,01:30,21:30,Santos,Atletico-MG,2,0,Braulio Da Silva Machado,11,18,3,3,0,0,-,-,Não,-,-,2.44,3.13,03.08
Brazil,Serie A,2025,17/04/2025,01:30,21:30,Vitoria,Fortaleza,2,1,Raphael Claus,15,10,1,1,0,0,-,-,Não,-,-,2.35,03.04,3.32
Brazil,Serie A,2025,18/04/2025,01:30,21:30,Cruzeiro,Bahia,3,0,Flavio Rodrigues De Souza,15,9,5,2,0,0,-,-,Não,-,-,2.3,03.07,3.42
Brazil,Serie A,2025,19/04/2025,20:00,16:00,Corinthians,Sport Recife,2,1,Anderson Daronco,11,12,3,2,0,0,-,-,Não,-,-,1.73,3.47,5.27
Brazil,Serie A,2025,19/04/2025,22:30,18:30,Vasco,Flamengo RJ,0,0,Raphael Claus,14,10,2,1,0,0,-,-,Não,-,-,8.45,4.31,1.41
Brazil,Serie A,2025,20/04/2025,01:00,21:00,Gremio,Internacional,1,1,Braulio Da Silva Machado,14,14,7,3,0,0,-,-,Não,-,-,3.38,2.93,2.39
