País,Liga,Temporada,Data,Horário UK,Horário BR,Casa,Visitante,Gol Casa,Gol Fora,Árbitro,Falta Casa,Falta Fora,Cartão Amarelo Casa,Cartão Amarelo Fora,Cartão Vermelho Casa,Cartão Vermelho Fora,Min Vermelho Casa,Min Vermelho Fora,Teve Vermelho,Placar Pré 1º Vermelho,Placar Pós Ultimo Vermelho,Média odd Casa,Média odd Empate,Média odd Fora
Brazil,Serie A,2025,20/11/2025,00:30,20:30,Gremio,Vasco,2,0,Raphael Claus,12,17,4,3,0,0,-,-,Não,-,-,1.82,3.73,3.94
Brazil,Serie A,2025,20/11/2025,00:30,20:30,Santos,Mirassol,1,1,Matheus Delgado Candançan,13,12,1,2,0,0,-,-,Não,-,-,1.83,3.49,4.26
Brazil,Serie A,2025,20/11/2025,19:00,15:00,Juventude,Cruzeiro,3,3,Savio Pereira Sampaio,19,13,4,1,0,0,-,-,Não,-,-,3.6,3.18,2.1
Brazil,Serie A,2025,20/11/2025,21:00,17:00,Bahia,Fortaleza,2,3,Rafael Rodrigo Klein,6,14,1,5,0,0,-,-,Não,-,-,1.5,4.36,5.79
Brazil,Serie A,2025,20/11/2025,22:30,18:30,Corinthians,Sao Paulo,3,1,Anderson Daronco,15,17,1,2,0,0,-,-,Não,-,-,2.42,2.68,3.53
Brazil,Serie A,2025,21/11/2025,00:30,20:30,Ceara,Internacional,1,2,Rodrigo Jose Pereira de Lima,8,15,2,1,1,1,4',89',Sim,0x0,1x2,2.14,3.15,3.51
Brazil,Serie A,2025,22/11/2025,22:30,18:30,Botafogo RJ,Gremio,3,2,Felipe Fernandes de Lima,17,8,1,4,0,0,-,-,Não,-,-,1.64,3.73,5.16
Brazil,Serie A,2025,23/11/2025,00:30,20:30,Flamengo RJ,Bragantino,3,0,Fernando Antonio Mendes de Salles Nascimento Filho,10,19,2,3,0,0,-,-,Não,-,-,1.31,05.08,09.09
Brazil,Serie A,2025,23/11/2025,00:30,20:30,Palmeiras,Fluminense,0,0,Jonathan Benkenstein Pinheiro,15,19,3,2,0,0,-,-,Não,-,-,1.52,3.87,6.45
Brazil,Serie A,2025,23/11/2025,19:00,15:00,Bahia,Vasco,1,0,Jefferson Ferreira de Moraes,10,11,2,3,1,1,84',68',Sim,0x0,1x0,1.65,3.83,4.96
Brazil,Serie A,2025,23/11/2025,19:00,15:00,Sao Paulo,Juventude,2,1,Andre Luiz Skettino Policarpo Bento,15,18,5,1,0,1,-,86',Sim,1x0,2x1,1.61,3.68,5.7
Brazil,Serie A,2025,23/11/2025,21:30,17:30,Sport Recife,Vitoria,1,3,Yuri Elino Ferreira Da Cruz,19,12,3,1,0,0,-,-,Não,-,-,3.29,3.31,2.17
Brazil,Serie A,2025,23/11/2025,23:30,19:30,Cruzeiro,Corinthians,3,0,Alex Gomes Stefano,18,8,3,2,0,1,-,83',Sim,3x0,3x0,1.68,3.64,05.09
Brazil,Serie A,2025,24/11/2025,22:00,18:00,Mirassol,Ceara,3,0,Lucas Casagrande,11,10,2,2,0,0,-,-,Não,-,-,1.76,3.46,4.68
Brazil,Serie A,2025,25/11/2025,00:00,20:00,Internacional,Santos,1,1,Davi de Oliveira Lacerda,13,10,0,2,0,0,-,-,Não,-,-,1.91,3.31,04.08
Brazil,Serie A,2025,26/11/2025,00:30,20:30,Atletico-MG,Flamengo RJ,1,1,Rafael Rodrigo Klein,10,8,3,2,1,0,90'+4,-,Sim,1x1,1x1,3.91,3.14,02.02
Brazil,Serie A,2025,26/11/2025,00:30,20:30,Gremio,Palmeiras,3,2,Savio Pereira Sampaio,10,14,3,3,0,1,-,84',Sim,2x1,3x2,2.3,3.2,3.11
Brazil,Serie A,2025,26/11/2025,22:00,18:00,Bragantino,Fortaleza,0,1,Bruno Arleu de Araujo,10,9,1,1,0,0,-,-,Não,-,-,1.8,3.67,4.15
Brazil,Serie A,2025,27/11/2025,23:30,19:30,Fluminense,Sao Paulo,6,0,Lucas Paulo Torezin,8,11,1,1,0,0,-,-,Não,-,-,1.52,3.83,6.68
Brazil,Serie A,2025,28/11/2025,22:00,18:00,Juventude,Bahia,1,1,Fernando Antonio Mendes de Salles Nascimento Filho,17,15,2,3,0,0,-,-,Não,-,-,3.1,3.36,2.22
Brazil,Serie A,2025,28/11/2025,22:30,18:30,Vasco,Internacional,5,1,Rodrigo Jose Pereira de Lima,13,14,0,1,0,0,-,-,Não,-,-,2.41,3.14,2.98
Brazil,Serie A,2025,29/11/2025,00:30,20:30,Santos,Sport Recife,3,0,Felipe Fernandes de Lima,11,15,0,2,0,0,-,-,Não,-,-,1.31,5.41,8.37
Brazil,Serie A,2025,29/11/2025,19:00,15:00,Vitoria,Mirassol,2,0,Wilton Pereira Sampaio,15,11,1,2,0,0,-,-,Não,-,-,2.4,03.09,03.04
Brazil,Serie A,2025,30/11/2025,00:00,20:00,Ceara,Cruzeiro,1,1,Savio Pereira Sampaio,12,14,2,4,0,0,-,-,Não,-,-,2.68,03.04,2.73
Brazil,Serie A,2025,30/11/2025,19:00,15:00,Corinthians,Botafogo RJ,2,2,Jonathan Benkenstein Pinheiro,13,18,3,5,0,0,-,-,Não,-,-,2.1,3.21,3.54
Brazil,Serie A,2025,30/11/2025,21:30,17:30,Fortaleza,Atletico-MG,1,0,Davi de Oliveira Lacerda,9,10,0,1,0,0,-,-,Não,-,-,2.24,3.17,3.24
Brazil,Serie A,2025,02/12/2025,22:00,18:00,Vasco,Mirassol,0,2,Paulo Cesar Zanovelli da Silva,21,10,2,3,0,0,-,-,Não,-,-,02.08,3.33,3.48
Brazil,Serie A,2025,03/12/2025,00:30,20:30,Gremio,Fluminense,1,2,Raphael Claus,14,14,3,1,0,0,-,-,Não,-,-,2.92,3.1,2.49
Brazil,Serie A,2025,03/12/2025,22:00,18:00,Bragantino,Vitoria,4,0,Wagner do Nascimento Magalhaes,21,12,3,0,0,0,-,-,Não,-,-,1.8,3.45,4.48
Brazil,Serie A,2025,03/12/2025,22:00,18:00,Fortaleza,Corinthians,2,1,Savio Pereira Sampaio,15,18,5,1,0,0,-,-,Não,-,-,1.86,3.28,4.45
Brazil,Serie A,2025,03/12/2025,22:30,18:30,Juventude,Santos,0,3,Wilton Pereira Sampaio,13,12,2,2,0,0,-,-,Não,-,-,5.25,3.81,1.62
Brazil,Serie A,2025,03/12/2025,23:00,19:00,Bahia,Sport Recife,2,0,Flavio Rodrigues De Souza,11,11,1,3,0,0,-,-,Não,-,-,1.18,6.89,12.69
Brazil,Serie A,2025,03/12/2025,23:00,19:00,Sao Paulo,Internacional,3,0,Bruno Arleu de Araujo,16,19,1,2,0,0,-,-,Não,-,-,2.51,3.11,2.86
Brazil,Serie A,2025,04/12/2025,00:30,20:30,Atletico-MG,Palmeiras,0,3,Rafael Rodrigo Klein,16,15,1,2,0,1,-,45',Sim,0x2,0x3,3.4,3.11,2.21
Brazil,Serie A,2025,04/12/2025,00:30,20:30,Flamengo RJ,Ceara,1,0,Rodrigo Jose Pereira de Lima,11,5,0,0,0,0,-,-,Não,-,-,1.23,5.87,11.84
Brazil,Serie A,2025,04/12/2025,22:30,18:30,Cruzeiro,Botafogo RJ,2,2,Anderson Daronco,12,15,2,2,0,1,-,90'+11,Sim,2x2,2x2,1.71,3.51,05.02
Brazil,Serie A,2025,06/12/2025,21:30,17:30,Mirassol,Flamengo RJ,3,3,Lucas Casagrande,11,10,1,1,0,0,-,-,Não,-,-,1.32,05.08,8.62
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Atletico-MG,Vasco,5,0,Lucas Paulo Torezin,13,4,0,0,0,1,-,35',Sim,1x0,5x0,1.5,4.11,6.31
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Botafogo RJ,Fortaleza,4,2,Paulo Cesar Zanovelli da Silva,11,10,2,4,0,0,-,-,Não,-,-,1.75,3.79,4.25
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Ceara,Palmeiras,1,3,Bruno Arleu de Araujo,14,15,4,2,0,0,-,-,Não,-,-,02.01,3.27,3.75
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Corinthians,Juventude,1,1,Felipe Fernandes de Lima,18,17,0,1,0,0,-,-,Não,-,-,1.75,3.47,4.82
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Fluminense,Bahia,2,0,Matheus Delgado Candançan,12,22,2,3,0,0,-,-,Não,-,-,1.76,3.6,4.47
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Internacional,Bragantino,3,1,Davi de Oliveira Lacerda,18,15,3,4,0,0,-,-,Não,-,-,1.59,3.98,5.32
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Santos,Cruzeiro,3,0,Rodrigo Jose Pereira de Lima,8,12,2,2,0,0,-,-,Não,-,-,1.35,4.68,8.88
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Sport Recife,Gremio,0,4,Edina Alves Batista,6,15,1,4,0,0,-,-,Não,-,-,3.82,3.64,1.88
Brazil,Serie A,2025,07/12/2025,19:00,15:00,Vitoria,Sao Paulo,1,0,Wilton Pereira Sampaio,16,18,5,1,0,0,-,-,Não,-,-,2.47,3.12,2.9
Brazil,Serie A,2026,28/01/2026,22:00,18:00,Atletico-MG,Palmeiras,2,2,Bruno Arleu de Araujo,14,20,4,2,0,0,-,-,Não,-,-,2.99,03.06,2.42
Brazil,Serie A,2026,28/01/2026,22:00,18:00,Coritiba,Bragantino,0,1,Paulo Cesar Zanovelli da Silva,9,19,1,6,1,0,30',-,Sim,0x0,0x1,2.62,2.91,2.87
Brazil,Serie A,2026,28/01/2026,22:00,18:00,Internacional,Athletico-PR,0,1,Flavio Rodrigues De Souza,13,11,2,1,0,0,-,-,Não,-,-,1.97,3.21,3.93
Brazil,Serie A,2026,28/01/2026,22:00,18:00,Vitoria,Remo,2,0,Ramon Abatti Abel,13,17,2,4,0,0,-,-,Não,-,-,1.79,3.34,4.62
Brazil,Serie A,2026,28/01/2026,22:30,18:30,Fluminense,Gremio,2,1,Davi de Oliveira Lacerda,13,13,1,2,0,0,-,-,Não,-,-,1.59,3.79,5.53
Brazil,Serie A,2026,28/01/2026,23:00,19:00,Chapecoense-SC,Santos,4,2,Savio Pereira Sampaio,10,5,3,3,0,0,-,-,Não,-,-,2.86,03.08,2.51
Brazil,Serie A,2026,28/01/2026,23:00,19:00,Corinthians,Bahia,1,2,Anderson Daronco,14,14,3,5,0,1,-,87',Sim,1x2,1x2,2.21,3.31,3.15
Brazil,Serie A,2026,29/01/2026,00:30,20:30,Sao Paulo,Flamengo RJ,2,1,Wilton Pereira Sampaio,14,11,0,0,0,1,-,90'+9,Sim,2x1,2x1,3.7,2.95,2.16
Brazil,Serie A,2026,29/01/2026,23:00,19:00,Mirassol,Vasco,2,1,Rodrigo Jose Pereira de Lima,16,10,2,1,0,0,-,-,Não,-,-,1.89,3.3,4.13
Brazil,Serie A,2026,30/01/2026,00:30,20:30,Botafogo RJ,Cruzeiro,4,0,Matheus Delgado Candançan,10,12,1,2,0,0,-,-,Não,-,-,2.39,03.03,3.11
Brazil,Serie A,2026,04/02/2026,22:00,18:00,Bragantino,Atletico-MG,1,0,Lucas Paulo Torezin,14,8,3,2,0,0,-,-,Não,-,-,02.07,3.16,3.67
Brazil,Serie A,2026,04/02/2026,22:00,18:00,Flamengo RJ,Internacional,1,1,Rodrigo Jose Pereira de Lima,20,18,4,3,0,0,-,-,Não,-,-,1.4,4.46,7.62
Brazil,Serie A,2026,04/02/2026,23:00,19:00,Remo,Mirassol,2,2,Alex Gomes Stefano,15,9,2,2,0,0,-,-,Não,-,-,2.97,3.1,2.42
Brazil,Serie A,2026,04/02/2026,23:00,19:00,Santos,Sao Paulo,1,1,Anderson Daronco,15,21,5,1,0,0,-,-,Não,-,-,2.21,3.13,3.29
Brazil,Serie A,2026,05/02/2026,00:30,20:30,Gremio,Botafogo RJ,5,3,Felipe Fernandes de Lima,13,16,0,3,0,0,-,-,Não,-,-,2.28,3.1,3.21
Brazil,Serie A,2026,05/02/2026,00:30,20:30,Palmeiras,Vitoria,5,1,Savio Pereira Sampaio,13,16,1,4,0,0,-,-,Não,-,-,1.31,4.86,9.17
Brazil,Serie A,2026,05/02/2026,22:00,18:00,Bahia,Fluminense,1,1,Matheus Delgado Candançan,12,13,0,3,1,0,89',-,Sim,1x1,1x1,2.1,3.21,3.5
Brazil,Serie A,2026,05/02/2026,23:00,19:00,Vasco,Chapecoense-SC,1,1,Wilton Pereira Sampaio,15,11,0,0,0,0,-,-,Não,-,-,1.54,3.9,5.98
Brazil,Serie A,2026,06/02/2026,00:30,20:30,Cruzeiro,Coritiba,1,2,Bruno Arleu de Araujo,9,17,3,2,0,0,-,-,Não,-,-,1.37,4.31,8.94
Brazil,Serie A,2026,11/02/2026,00:30,20:30,Vitoria,Flamengo RJ,1,2,Raphael Claus,12,21,3,4,0,0,-,-,Não,-,-,5.53,3.71,1.61
Brazil,Serie A,2026,11/02/2026,22:00,18:00,Chapecoense-SC,Coritiba,3,3,Wagner do Nascimento Magalhaes,4,8,2,1,0,0,-,-,Não,-,-,2.69,03.06,2.67
Brazil,Serie A,2026,11/02/2026,22:00,18:00,Mirassol,Cruzeiro,2,2,Braulio Da SIlva Machado,12,10,3,2,1,0,90'+5,-,Sim,2x2,2x2,2.38,03.09,03.04
Brazil,Serie A,2026,11/02/2026,23:00,19:00,Atletico-MG,Remo,3,3,Matheus Delgado Candançan,11,14,0,2,0,0,-,-,Não,-,-,1.4,4.36,7.61
Brazil,Serie A,2026,12/02/2026,00:30,20:30,Sao Paulo,Gremio,2,0,Savio Pereira Sampaio,11,16,3,4,0,1,-,47',Sim,1x0,2x0,1.9,3.23,4.22
Brazil,Serie A,2026,12/02/2026,00:30,20:30,Vasco,Bahia,0,1,Paulo Cesar Zanovelli da Silva,15,14,5,5,0,0,-,-,Não,-,-,2.23,3.26,3.15
Brazil,Serie A,2026,12/02/2026,22:00,18:00,Athletico-PR,Santos,2,1,Ramon Abatti Abel,15,15,1,3,0,0,-,-,Não,-,-,1.99,3.19,3.89
Brazil,Serie A,2026,12/02/2026,22:30,18:30,Fluminense,Botafogo RJ,1,0,Rafael Rodrigo Klein,18,11,5,3,1,0,60',-,Sim,1x0,1x0,1.8,3.26,4.81
Brazil,Serie A,2026,12/02/2026,23:00,19:00,Corinthians,Bragantino,2,0,Felipe Fernandes de Lima,17,24,4,4,0,0,-,-,Não,-,-,1.91,3.16,4.29
Brazil,Serie A,2026,13/02/2026,00:30,20:30,Internacional,Palmeiras,1,3,Davi de Oliveira Lacerda,13,8,1,1,0,0,-,-,Não,-,-,03.03,3.31,2.27
Brazil,Serie A,2026,19/02/2026,22:30,18:30,Athletico-PR,Corinthians,0,1,Rodrigo Jose Pereira de Lima,15,10,3,4,0,0,-,-,Não,-,-,2.59,2.92,2.89
Brazil,Serie A,2026,25/02/2026,22:00,18:00,Bragantino,Athletico-PR,1,1,Wagner do Nascimento Magalhaes,18,16,5,2,2,0,51' e 87',-,Sim,1x0,1x1,02.02,3.2,3.71
Brazil,Serie A,2026,25/02/2026,22:00,18:00,Remo,Internacional,1,1,Bruno Arleu de Araujo,16,14,5,1,0,0,-,-,Não,-,-,3.22,3.34,2.14
Brazil,Serie A,2026,25/02/2026,22:30,18:30,Coritiba,Sao Paulo,0,1,Wilton Pereira Sampaio,5,19,4,3,0,0,-,-,Não,-,-,2.5,03.04,2.9
Brazil,Serie A,2026,25/02/2026,23:00,19:00,Cruzeiro,Corinthians,1,1,Davi de Oliveira Lacerda,15,14,3,3,1,0,80',-,Sim,1x0,1x1,1.7,3.48,05.03
Brazil,Serie A,2026,26/02/2026,00:30,20:30,Gremio,Atletico-MG,2,1,Raphael Claus,14,15,4,1,0,1,-,17',Sim,0x0,2x1,2.19,3.22,3.22
Brazil,Serie A,2026,26/02/2026,00:30,20:30,Palmeiras,Fluminense,2,1,Felipe Fernandes de Lima,16,16,3,4,0,0,-,-,Não,-,-,1.65,3.71,05.01
Brazil,Serie A,2026,26/02/2026,22:00,18:00,Santos,Vasco,2,1,Rafael Rodrigo Klein,19,17,2,1,0,0,-,-,Não,-,-,02.02,3.35,3.56
Brazil,Serie A,2026,11/03/2026,00:30,20:30,Mirassol,Santos,2,2,Raphael Claus,9,7,2,2,0,0,-,-,Não,-,-,1.73,3.62,4.5
Brazil,Serie A,2026,11/03/2026,22:00,18:00,Atletico-MG,Internacional,1,0,Ramon Abatti Abel,16,20,2,2,0,0,-,-,Não,-,-,02.03,3.37,3.51
Brazil,Serie A,2026,11/03/2026,23:00,19:00,Bahia,Vitoria,1,1,Rafael Rodrigo Klein,17,19,1,1,0,0,-,-,Não,-,-,1.68,3.58,4.93
Brazil,Serie A,2026,12/03/2026,00:30,20:30,Corinthians,Coritiba,0,2,Paulo Cesar Zanovelli da Silva,15,18,2,2,0,0,-,-,Não,-,-,1.63,3.61,5.46
Brazil,Serie A,2026,12/03/2026,00:30,20:30,Flamengo RJ,Cruzeiro,2,0,Flavio Rodrigues De Souza,19,13,2,2,0,0,-,-,Não,-,-,1.47,04.08,6.64
Brazil,Serie A,2026,12/03/2026,22:00,18:00,Remo,Fluminense,0,2,Wilton Pereira Sampaio,11,14,2,1,0,0,-,-,Não,-,-,3.92,3.52,1.87
Brazil,Serie A,2026,12/03/2026,22:30,18:30,Vasco,Palmeiras,2,1,Savio Pereira Sampaio,6,18,2,2,0,0,-,-,Não,-,-,3,3.21,2.33
Brazil,Serie A,2026,12/03/2026,23:00,19:00,Sao Paulo,Chapecoense-SC,2,0,Lucas Casagrande,13,12,0,1,0,0,-,-,Não,-,-,1.41,4.43,7.11
Brazil,Serie A,2026,13/03/2026,00:30,20:30,Gremio,Bragantino,1,1,Davi de Oliveira Lacerda,13,13,2,4,0,0,-,-,Não,-,-,2.21,3.29,3.12
Brazil,Serie A,2026,14/03/2026,21:30,17:30,Vitoria,Atletico-MG,2,0,Joao Vitor Gobi,18,13,2,3,0,0,-,-,Não,-,-,2.33,03.01,3.15
Brazil,Serie A,2026,14/03/2026,23:30,19:30,Botafogo RJ,Flamengo RJ,0,3,Anderson Daronco,16,10,3,2,1,0,45'+9,-,Sim,0x2,0x3,3.97,3.25,1.93
Brazil,Serie A,2026,15/03/2026,19:00,15:00,Fluminense,Athletico-PR,3,2,Matheus Delgado Candançan,14,9,2,3,0,1,-,28',Sim,1x1,3x2,1.78,3.39,4.53
Brazil,Serie A,2026,15/03/2026,19:00,15:00,Internacional,Bahia,0,1,Fernando Antonio Mendes de Salles Nascimento Filho,20,20,3,2,0,0,-,-,Não,-,-,1.8,3.62,04.04
Brazil,Serie A,2026,15/03/2026,19:00,15:00,Santos,Corinthians,1,1,Flavio Rodrigues De Souza,20,15,5,3,1,0,87',-,Sim,1x1,1x1,2.48,03.02,2.92
Brazil,Serie A,2026,15/03/2026,21:30,17:30,Coritiba,Remo,1,0,Rafael Rodrigo Klein,13,11,2,3,0,0,-,-,Não,-,-,1.72,3.56,4.63
Brazil,Serie A,2026,15/03/2026,21:30,17:30,Palmeiras,Mirassol,1,0,Rodrigo Jose Pereira de Lima,14,17,1,3,0,0,-,-,Não,-,-,1.63,3.76,05.09
Brazil,Serie A,2026,15/03/2026,23:30,19:30,Bragantino,Sao Paulo,1,2,Bruno Arleu de Araujo,18,13,4,4,0,0,-,-,Não,-,-,2.36,03.08,03.04
Brazil,Serie A,2026,15/03/2026,23:30,19:30,Cruzeiro,Vasco,3,3,Lucas Paulo Torezin,9,11,2,3,0,1,-,59',Sim,1x2,3x3,1.88,3.27,4.14
Brazil,Serie A,2026,16/03/2026,23:00,19:00,Chapecoense-SC,Gremio,1,1,Bruno Pereira Vasconcelos,16,10,3,3,0,0,-,-,Não,-,-,2.91,3.35,2.29
Brazil,Serie A,2026,18/03/2026,22:00,18:00,Bahia,Bragantino,2,0,Ramon Abatti Abel,15,16,3,1,0,0,-,-,Não,-,-,1.64,3.69,5.13
Brazil,Serie A,2026,18/03/2026,22:00,18:00,Palmeiras,Botafogo RJ,2,1,Rafael Rodrigo Klein,13,13,1,3,0,1,-,45',Sim,1x0,2x1,1.49,04.06,6.24
Brazil,Serie A,2026,18/03/2026,22:30,18:30,Athletico-PR,Cruzeiro,2,1,Rodrigo Jose Pereira de Lima,26,20,2,3,0,0,-,-,Não,-,-,2.11,3.2,3.45
Brazil,Serie A,2026,18/03/2026,23:00,19:00,Atletico-MG,Sao Paulo,1,0,Fernando Antonio Mendes de Salles Nascimento Filho,16,17,1,1,0,0,-,-,Não,-,-,2.31,03.01,3.2
Brazil,Serie A,2026,18/03/2026,23:00,19:00,Mirassol,Coritiba,0,1,Bruno Arleu de Araujo,8,11,2,2,0,0,-,-,Não,-,-,1.63,3.6,5.43
Brazil,Serie A,2026,19/03/2026,00:30,20:30,Santos,Internacional,1,2,Davi de Oliveira Lacerda,6,12,4,3,0,0,-,-,Não,-,-,02.09,3.21,3.47
Brazil,Serie A,2026,19/03/2026,00:30,20:30,Vasco,Fluminense,3,2,Raphael Claus,9,10,2,0,0,0,-,-,Não,-,-,3.52,3.11,2.11
Brazil,Serie A,2026,19/03/2026,22:00,18:00,Gremio,Vitoria,2,0,Alex Gomes Stefano,12,17,1,3,0,0,-,-,Não,-,-,1.78,3.39,4.55
Brazil,Serie A,2026,19/03/2026,23:00,19:00,Flamengo RJ,Remo,3,0,Paulo Cesar Zanovelli da Silva,14,11,2,2,0,0,-,-,Não,-,-,1.14,7.42,16.04
Brazil,Serie A,2026,20/03/2026,00:30,20:30,Chapecoense-SC,Corinthians,0,0,Wilton Pereira Sampaio,18,11,3,4,0,0,-,-,Não,-,-,3.24,3.1,2.25
Brazil,Serie A,2026,21/03/2026,19:00,15:00,Bragantino,Botafogo RJ,1,2,Lucas Casagrande,12,9,2,3,0,0,-,-,Não,-,-,1.89,3.37,3.98
Brazil,Serie A,2026,21/03/2026,21:30,17:30,Fluminense,Atletico-MG,1,0,Flavio Rodrigues De Souza,18,15,5,5,0,0,-,-,Não,-,-,1.63,3.5,5.62
Brazil,Serie A,2026,22/03/2026,00:00,20:00,Sao Paulo,Palmeiras,0,1,Anderson Daronco,13,21,3,5,0,0,-,-,Não,-,-,2.62,2.97,2.78
Brazil,Serie A,2026,22/03/2026,19:00,15:00,Athletico-PR,Coritiba,2,0,Raphael Claus,11,10,0,2,0,1,-,90'+4,Sim,2x0,2x0,1.93,3.14,4.16
Brazil,Serie A,2026,22/03/2026,19:00,15:00,Cruzeiro,Santos,0,0,Ramon Abatti Abel,18,16,2,4,0,0,-,-,Não,-,-,1.67,3.57,05.04
Brazil,Serie A,2026,22/03/2026,19:00,15:00,Remo,Bahia,4,1,Joao Vitor Gobi,15,10,3,1,0,0,-,-,Não,-,-,2.92,3.12,2.41
Brazil,Serie A,2026,22/03/2026,19:00,15:00,Vasco,Gremio,2,1,Davi de Oliveira Lacerda,11,4,3,1,0,0,-,-,Não,-,-,1.85,3.45,04.03
Brazil,Serie A,2026,22/03/2026,21:30,17:30,Internacional,Chapecoense-SC,2,0,Bruno Arleu de Araujo,16,9,2,3,0,1,-,90'+4,Sim,2x0,2x0,1.37,4.72,7.48
Brazil,Serie A,2026,22/03/2026,21:30,17:30,Vitoria,Mirassol,1,0,Wagner do Nascimento Magalhaes,18,8,3,3,0,0,-,-,Não,-,-,2.51,03.07,2.82
Brazil,Serie A,2026,22/03/2026,23:30,19:30,Corinthians,Flamengo RJ,1,1,Rodrigo Jose Pereira de Lima,21,13,2,3,0,1,-,52',Sim,1x1,1x1,3.28,03.03,2.26
Brazil,Serie A,2026,29/03/2026,23:30,19:30,Athletico-PR,Botafogo RJ,4,1,Paulo Cesar Zanovelli da Silva,15,13,2,3,0,0,-,-,Não,-,-,1.95,3.21,3.9
